"Gene","Genome","Taxonomy","Product","Cluster","Totals"
"Ga0164292_103242572_GEODES117","Ga0164292_10324257","NO CLASSIFICATION MH","hypothetical protein",3,488685.848167337
"Ga0164292_103426461_GEODES117","Ga0164292_10342646","NO CLASSIFICATION MH","ATP-binding cassette, subfamily A (ABC1), member 7",16,224440.175494459
"Ga0164292_103675771_GEODES117","Ga0164292_10367577","NO CLASSIFICATION MH","tubulin beta",3,479617.036103728
"Ga0164292_103702341_GEODES117","Ga0164292_10370234","None","IPT/TIG domain-containing protein",3,239893.53935483
"Ga0164292_103888741_GEODES117","Ga0164292_10388874","NO CLASSIFICATION MH","hypothetical protein",10,1380163.06900619
"Ga0164292_104031271_GEODES117","Ga0164292_10403127","NO CLASSIFICATION MH","Ca2+ transporting ATPase, plasma membrane",15,210317.902406626
"Ga0164292_104207422_GEODES117","Ga0164292_10420742","NO CLASSIFICATION MH","light-harvesting protein B-800-850 alpha chain",4,2433516.22143382
"Ga0164292_104698032_GEODES117","Ga0164292_10469803","NO CLASSIFICATION MH","phycocyanin alpha chain",7,298016.5099336
"Ga0164292_104701621_GEODES117","Ga0164292_10470162","None","hypothetical protein",15,4448759.34916758
NA,NA,NA,NA,2,NA
"Ga0164292_105724171_GEODES117","Ga0164292_10572417","None","hypothetical protein",1,1300063.46301047
"Ga0164292_106026101_GEODES117","Ga0164292_10602610","NO CLASSIFICATION MH","translation initiation factor IF-1",3,306137.717501465
"Ga0164292_106619671_GEODES117","Ga0164292_10661967","None","hypothetical protein",5,978428.71664301
"Ga0164292_106857962_GEODES117","Ga0164292_10685796","None","hypothetical protein",3,126693.299096585
"Ga0164292_107481911_GEODES117","Ga0164292_10748191","NO CLASSIFICATION MH","hypothetical protein/hypothetical protein",16,743561.170118277
"Ga0164292_108848381_GEODES117","Ga0164292_10884838","None","hypothetical protein",12,618158.692946092
"Ga0164292_110327101_GEODES117","Ga0164292_11032710","None","hypothetical protein",11,457878.760318598
NA,NA,NA,NA,4,NA
"Ga0164292_111329341_GEODES117","Ga0164292_11132934","None","Hint module",10,1457972.52456258
"Ga0164292_113393511_GEODES117","Ga0164292_11339351","NO CLASSIFICATION MH","arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein",2,153063.196643207
"Ga0164292_113425121_GEODES117","Ga0164292_11342512","None","hypothetical protein",12,231173.680783628
"Ga0164292_113623661_GEODES117","Ga0164292_11362366","None","hypothetical protein",10,411440.373943281
NA,NA,NA,NA,9,NA
"Ga0164292_115473741_GEODES117","Ga0164292_11547374","NO CLASSIFICATION MH","hypothetical protein",5,22605907.8646843
"Ga0164292_118060671_GEODES117","Ga0164292_11806067","NO CLASSIFICATION MH","large subunit ribosomal protein L22",9,152454.538220734
NA,NA,NA,NA,14,NA
"Ga0164293_100293221_GEODES118","Ga0164293_10029322","Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;","glucose/mannose transport system substrate-binding protein",5,579385.27624128
"Ga0164293_100448175_GEODES118","Ga0164293_10044817","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;","large subunit ribosomal protein L19",3,598673.543894001
"Ga0164293_101191113_GEODES118","Ga0164293_10119111","NO CLASSIFICATION MH","photosynthetic reaction center M subunit",4,1457839.00413693
"Ga0164293_101472091_GEODES118","Ga0164293_10147209","NO CLASSIFICATION MH","tubulin beta",5,212813.201027371
"Ga0164293_102205972_GEODES118","Ga0164293_10220597","NO CLASSIFICATION MH","hypothetical protein",4,387957.785767135
"Ga0164293_102483002_GEODES118","Ga0164293_10248300","NO CLASSIFICATION MH","photosynthetic reaction center H subunit",4,164039.999520027
"Ga0164293_102589791_GEODES118","Ga0164293_10258979","NO CLASSIFICATION MH","ATP-binding cassette, subfamily A (ABC1), member 2",16,469565.103644058
"Ga0164293_102712382_GEODES118","Ga0164293_10271238","NO CLASSIFICATION MH","Anti-sigma factor ChrR, cupin superfamily/Anti-sigma factor ChrR, cupin superfamily",14,133417.46992453
"Ga0164293_102888491_GEODES118","Ga0164293_10288849","NO CLASSIFICATION MH","S-adenosylhomocysteine hydrolase",9,87649.1016487338
"Ga0164293_102889601_GEODES118","Ga0164293_10288960","NO CLASSIFICATION MH","hypothetical protein",1,241266.609415077
"Ga0164293_103196321_GEODES118","Ga0164293_10319632","NO CLASSIFICATION MH","dynein heavy chain",10,382618.752056907
"Ga0164293_103385931_GEODES118","Ga0164293_10338593","NO CLASSIFICATION MH","Phenol hydroxylase P1 protein",3,122606.903962141
"Ga0164293_103515631_GEODES118","Ga0164293_10351563","None","hypothetical protein",2,64657.2680514056
"Ga0164293_103518841_GEODES118","Ga0164293_10351884","NO CLASSIFICATION MH","Acyl-CoA dehydrogenase",10,368308.829076443
"Ga0164293_104039431_GEODES118","Ga0164293_10403943","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit alpha",2,188255.455880391
"Ga0164293_104704801_GEODES118","Ga0164293_10470480","NO CLASSIFICATION MH","hypothetical protein",10,158682.391497873
"Ga0164293_104848171_GEODES118","Ga0164293_10484817","NO CLASSIFICATION MH","hypothetical protein",10,2397828.15554348
"Ga0164293_105189401_GEODES118","Ga0164293_10518940","NO CLASSIFICATION MH","photosynthetic reaction center L subunit",4,359972.544854484
"Ga0164293_105436251_GEODES118","Ga0164293_10543625","NO CLASSIFICATION MH","hypothetical protein",10,1321155.52391364
"Ga0164293_105857181_GEODES118","Ga0164293_10585718","NO CLASSIFICATION MH","hypothetical protein",11,2434059.91693537
"Ga0164293_105965711_GEODES118","Ga0164293_10596571","None","hypothetical protein",10,71570.9063502403
"Ga0164293_106449881_GEODES118","Ga0164293_10644988","None","hypothetical protein",0,66684.8490775545
"Ga0164293_106641091_GEODES118","Ga0164293_10664109","NO CLASSIFICATION MH","inorganic pyrophosphatase",10,222431.49372526
"Ga0164293_106661701_GEODES118","Ga0164293_10666170","NO CLASSIFICATION MH","hypothetical protein",2,402979.822345858
"Ga0164293_106703181_GEODES118","Ga0164293_10670318","NO CLASSIFICATION MH","hypothetical protein",10,7996447.15265991
"Ga0164293_107823861_GEODES118","Ga0164293_10782386","None","FoF1-type ATP synthase, membrane subunit c/H+-ATPase, subunit K",14,642104.25344831
"Ga0164293_108064111_GEODES118","Ga0164293_10806411","None","Concanavalin A-like lectin/glucanases superfamily protein",8,138564.957417937
"Ga0164293_108108541_GEODES118","Ga0164293_10810854","NO CLASSIFICATION MH","Hint module",10,1149140.86392529
"Ga0164293_110169831_GEODES118","Ga0164293_11016983","NO CLASSIFICATION MH","YTV protein/YTV protein/YTV protein",2,48885.6500750793
"Ga0164293_111974921_GEODES118","Ga0164293_11197492","NO CLASSIFICATION MH","hypothetical protein/hypothetical protein",11,74328.0070372641
"Ga0164293_112162951_GEODES118","Ga0164293_11216295","NO CLASSIFICATION MH","hypothetical protein",7,460847.761745207
"Ga0164293_112515701_GEODES118","Ga0164293_11251570","NO CLASSIFICATION MH","basic membrane protein A",3,313522.400890854
"Ga0164293_116224251_GEODES118","Ga0164293_11622425","None","hypothetical protein",8,150866.946723286
"Ga0164293_116364311_GEODES118","Ga0164293_11636431","None","hypothetical protein",16,1999403.11408253
"Ga0164293_117349301_GEODES118","Ga0164293_11734930","NO CLASSIFICATION MH","ubiquitin C",5,98635.6306700413
"Ga0164293_119098341_GEODES118","Ga0164293_11909834","None","hypothetical protein",5,456445.157675109
"Ga0164293_119654231_GEODES118","Ga0164293_11965423","None","hypothetical protein",0,205184.917883291
"Ga0164293_122124561_GEODES118","Ga0164293_12212456","None","hypothetical protein",8,149880.755601947
"Ga0164294_10000001349_GEODES005","Ga0164294_10000001","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","K(+)-stimulated pyrophosphate-energized sodium pump",3,390769.051749103
"Ga0164294_10000001693_GEODES005","Ga0164294_10000001","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","large subunit ribosomal protein L21",3,285347.850249196
"Ga0164294_1000000210_GEODES005","Ga0164294_10000002","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","ornithine decarboxylase",3,406665.973411854
"Ga0164294_10000002404_GEODES005","Ga0164294_10000002","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","small subunit ribosomal protein S7",3,251294.992942876
"Ga0164294_10000003101_GEODES005","Ga0164294_10000003","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",9,87772.92130131
"Ga0164294_10000003434_GEODES005","Ga0164294_10000003","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;","hypothetical protein",3,181218.731111294
"Ga0164294_10000004106_GEODES005","Ga0164294_10000004","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;","F-type H+-transporting ATPase subunit b",3,322214.203212146
"Ga0164294_1000000730_GEODES005","Ga0164294_10000007","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","pyruvate, water dikinase",2,146054.76652997
"Ga0164294_10000008221_GEODES005","Ga0164294_10000008","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;","protein TonB",7,672703.395666057
"Ga0164294_10000011219_GEODES005","Ga0164294_10000011","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","methionyl aminopeptidase",2,195365.731310751
"Ga0164294_100000117_GEODES005","Ga0164294_10000011","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","D-alanine-D-alanine ligase",0,100637.553215844
"Ga0164294_1000001424_GEODES005","Ga0164294_10000014","NO CLASSIFICATION LP","mRNA capping enzyme/mRNA capping enzyme, catalytic domain/mRNA capping enzyme",2,42632.8311367476
"Ga0164294_10000015100_GEODES005","Ga0164294_10000015","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;","cytochrome c oxidase subunit 1",13,558437.85515754
"Ga0164294_10000016212_GEODES005","Ga0164294_10000016","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","chaperonin GroEL",6,504927.579157612
"Ga0164294_10000024140_GEODES005","Ga0164294_10000024","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","GTP-binding protein",2,118599.502565187
"Ga0164294_10000027122_GEODES005","Ga0164294_10000027","Bacteria;","Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain/Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain",1,1598311.01426682
"Ga0164294_1000002714_GEODES005","Ga0164294_10000027","Bacteria;","hypothetical protein",1,552174.765298489
"Ga0164294_1000002718_GEODES005","Ga0164294_10000027","Bacteria;","Arylsulfatase A/Tetratricopeptide (TPR) repeat/Phosphoglycerol transferase MdoB",1,682687.959415768
"Ga0164294_1000002726_GEODES005","Ga0164294_10000027","Bacteria;","protein of unknown function (DUF4340)",1,380364.173612331
"Ga0164294_1000002767_GEODES005","Ga0164294_10000027","Bacteria;","Peptide-N-glycosidase F, C terminal",1,473824.18729175
"Ga0164294_10000029163_GEODES005","Ga0164294_10000029","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","NADH-quinone oxidoreductase subunit B",2,145628.164767747
"Ga0164294_1000003114_GEODES005","Ga0164294_10000031","Bacteria;Proteobacteria;Betaproteobacteria;","large subunit ribosomal protein L24",2,151233.983992175
"Ga0164294_1000003120_GEODES005","Ga0164294_10000031","Bacteria;Proteobacteria;Betaproteobacteria;","small subunit ribosomal protein S5",2,270809.915706166
"Ga0164294_1000003123_GEODES005","Ga0164294_10000031","Bacteria;Proteobacteria;Betaproteobacteria;","preprotein translocase subunit SecY",2,236471.749331605
"Ga0164294_10000036120_GEODES005","Ga0164294_10000036","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","two-component system, NtrC family, nitrogen regulation response regulator GlnG",2,139848.473792147
"Ga0164294_1000003626_GEODES005","Ga0164294_10000036","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;"," Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain",2,222452.66713869
"Ga0164294_1000003815_GEODES005","Ga0164294_10000038","NO CLASSIFICATION LP","hypothetical protein",3,380662.619628653
"Ga0164294_100000394_GEODES005","Ga0164294_10000039","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;","tellurium resistance protein TerZ",7,180066.447422541
"Ga0164294_1000004424_GEODES005","Ga0164294_10000044","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","rod shape-determining protein MreB",3,472543.820505982
"Ga0164294_10000046103_GEODES005","Ga0164294_10000046","Bacteria;","hypothetical protein",1,302826.022367615
"Ga0164294_1000004619_GEODES005","Ga0164294_10000046","Bacteria;","hypothetical protein",1,509291.852254885
"Ga0164294_1000004629_GEODES005","Ga0164294_10000046","Bacteria;","small subunit ribosomal protein S16",1,523410.520685543
"Ga0164294_1000004637_GEODES005","Ga0164294_10000046","Bacteria;","hypothetical protein",1,300853.26943041
"Ga0164294_1000004656_GEODES005","Ga0164294_10000046","Bacteria;","protease-4",1,354152.739629125
"Ga0164294_1000004659_GEODES005","Ga0164294_10000046","Bacteria;","elongation factor P",1,511951.159795507
"Ga0164294_1000005164_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","photosynthetic reaction center M subunit",7,2362212.49100373
"Ga0164294_1000005165_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","photosynthetic reaction center L subunit",7,1728141.59418427
"Ga0164294_1000005166_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","light-harvesting complex 1 alpha chain",4,3661040.51973037
"Ga0164294_1000005167_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","Antenna complex alpha/beta subunit",4,10165580.0139854
"Ga0164294_1000005168_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","chlorophyllide a reductase subunit Z",7,550831.806660507
"Ga0164294_1000005169_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","chlorophyllide a reductase subunit Y",7,443617.204326521
"Ga0164294_1000005170_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","chlorophyllide a reductase subunit X",7,515334.838474427
"Ga0164294_1000005181_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","MFS transporter, BCD family, chlorophyll transporter",7,120151.806715255
"Ga0164294_1000005186_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","light-independent protochlorophyllide reductase subunit N",7,183884.386853268
"Ga0164294_1000005187_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","light-independent protochlorophyllide reductase subunit B",7,364840.375687248
"Ga0164294_1000005188_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","magnesium chelatase subunit H",7,767240.85507693
"Ga0164294_1000005189_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","light-independent protochlorophyllide reductase subunit L",7,458317.786213337
"Ga0164294_1000005193_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","PH domain-containing protein",7,704176.854948649
"Ga0164294_1000005196_GEODES005","Ga0164294_10000051","Bacteria;Proteobacteria;Alphaproteobacteria;","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase",7,821856.350802618
"Ga0164294_1000005715_GEODES005","Ga0164294_10000057","Bacteria;Proteobacteria;Alphaproteobacteria;","carotenoid 1,2-hydratase",4,150931.382366135
"Ga0164294_1000006312_GEODES005","Ga0164294_10000063","Bacteria;","hypothetical protein",1,156730.799374197
"Ga0164294_1000006338_GEODES005","Ga0164294_10000063","Bacteria;","Putative metal-binding motif-containing protein/Putative metal-binding motif-containing protein/FG-GAP repeat-containing protein/Putative metal-binding motif-containing protein/FG-GAP repeat-containing protein/Putative metal-binding motif-containing protein/FG-GAP repeat-containing protein/FG-GAP repeat-containing protein/Putative metal-binding motif-containing protein",1,1299477.77345649
"Ga0164294_1000006376_GEODES005","Ga0164294_10000063","Bacteria;","phage shock protein A",1,320754.563803494
"Ga0164294_1000006858_GEODES005","Ga0164294_10000068","Bacteria;Proteobacteria;Alphaproteobacteria;","regulator RcnB of Ni and Co efflux",9,989929.396277695
"Ga0164294_1000007468_GEODES005","Ga0164294_10000074","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","pilus assembly protein Flp/PilA",2,218102.800488218
"Ga0164294_1000007489_GEODES005","Ga0164294_10000074","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","two-component system, cell cycle response regulator CtrA",13,332815.177165168
"Ga0164294_1000007616_GEODES005","Ga0164294_10000076","NO CLASSIFICATION MH","GCC2 and GCC3 domain-containing protein/GCC2 and GCC3 domain-containing protein",4,186416.517839685
"Ga0164294_1000008718_GEODES005","Ga0164294_10000087","Bacteria;","hypothetical protein",1,546706.751707018
"Ga0164294_1000008754_GEODES005","Ga0164294_10000087","Bacteria;","hypothetical protein",1,627914.884135842
"Ga0164294_1000008764_GEODES005","Ga0164294_10000087","Bacteria;","methylmalonyl-CoA mutase",1,364100.403070602
"Ga0164294_1000009234_GEODES005","Ga0164294_10000092","Bacteria;","hypothetical protein",1,145322.200854391
"Ga0164294_1000009247_GEODES005","Ga0164294_10000092","Bacteria;","2-oxoglutarate ferredoxin oxidoreductase subunit beta",1,537316.381240384
"Ga0164294_10000096104_GEODES005","Ga0164294_10000096","Bacteria;","elongation factor Ts",4,1388984.71296894
"Ga0164294_1000010954_GEODES005","Ga0164294_10000109","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","ubiquinone biosynthesis protein",5,194507.102650491
"Ga0164294_1000011210_GEODES005","Ga0164294_10000112","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","3'(2'), 5'-bisphosphate nucleotidase",3,219069.291206311
"Ga0164294_1000012023_GEODES005","Ga0164294_10000120","NO CLASSIFICATION LP","ABC-type transport system involved in cytochrome c biogenesis, permease component",4,1143480.43761178
"Ga0164294_1000012463_GEODES005","Ga0164294_10000124","Bacteria;","hypothetical protein",1,283878.549876117
"Ga0164294_100001248_GEODES005","Ga0164294_10000124","Bacteria;","hypothetical protein",1,3249369.50344668
"Ga0164294_1000012939_GEODES005","Ga0164294_10000129","Bacteria;","2-isopropylmalate synthase",1,409099.97351027
"Ga0164294_1000012945_GEODES005","Ga0164294_10000129","Bacteria;","hypothetical protein",1,220734.134318684
"Ga0164294_1000013723_GEODES005","Ga0164294_10000137","Bacteria;Actinobacteria;","isoleucyl-tRNA synthetase",13,240732.686386285
"Ga0164294_1000013744_GEODES005","Ga0164294_10000137","Bacteria;Actinobacteria;","Sulfotransferase family protein",3,138141.765398058
"Ga0164294_1000014525_GEODES005","Ga0164294_10000145","Bacteria;","hypothetical protein",1,1596812.15562813
"Ga0164294_1000014541_GEODES005","Ga0164294_10000145","Bacteria;","DNA polymerase-1",1,222233.318059612
"Ga0164294_1000014550_GEODES005","Ga0164294_10000145","Bacteria;","Putative metal-binding motif-containing protein/Putative metal-binding motif-containing protein/Putative metal-binding motif-containing protein/Repeat domain-containing protein/Putative metal-binding motif-containing protein/Putative metal-binding motif-containing protein/FG-GAP repeat-containing protein",1,1217649.75978425
"Ga0164294_1000014552_GEODES005","Ga0164294_10000145","Bacteria;","Lamin Tail Domain/Putative metal-binding motif-containing protein/Putative metal-binding motif-containing protein",1,370285.692661448
"Ga0164294_1000014716_GEODES005","Ga0164294_10000147","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;","GTPase, G3E family",3,386824.039726556
NA,NA,NA,NA,3,NA
"Ga0164294_1000015066_GEODES005","Ga0164294_10000150","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;Sandarakinorhabdus limnophila;Sandarakinorhabdus limnophila DSM 17366;","two-component system, sensor histidine kinase RegB",6,35597.3954046984
"Ga0164294_1000015710_GEODES005","Ga0164294_10000157","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;","2-methylfumaryl-CoA hydratase",5,263799.956973541
"Ga0164294_1000015724_GEODES005","Ga0164294_10000157","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;","3-phosphoshikimate 1-carboxyvinyltransferase",5,215476.970754412
"Ga0164294_100001612_GEODES005","Ga0164294_10000161","Bacteria;","Uncharacterized conserved protein YfaP, DUF2135 family",1,348409.765837142
"Ga0164294_1000016146_GEODES005","Ga0164294_10000161","Bacteria;","Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain",1,238522.200280807
"Ga0164294_1000016717_GEODES005","Ga0164294_10000167","Bacteria;Proteobacteria;","Tfp pilus assembly protein, tip-associated adhesin PilY1",1,1759417.42802999
"Ga0164294_1000016728_GEODES005","Ga0164294_10000167","Bacteria;Proteobacteria;","flagellin",1,1183086.20088686
"Ga0164294_1000016871_GEODES005","Ga0164294_10000168","Viruses;unclassified Viruses;unclassified Viruses;","Chromatin remodeling complex protein RSC6, contains SWIB domain",12,208623.258401997
"Ga0164294_1000017715_GEODES005","Ga0164294_10000177","Bacteria;","GTP-binding protein Era",1,291813.400930786
"Ga0164294_1000017722_GEODES005","Ga0164294_10000177","Bacteria;","hypothetical protein",1,388978.259124354
"Ga0164294_1000019615_GEODES005","Ga0164294_10000196","Bacteria;","hypothetical protein",1,287920.159229885
"Ga0164294_1000019625_GEODES005","Ga0164294_10000196","Bacteria;","hypothetical protein",1,768186.468358648
"Ga0164294_1000019637_GEODES005","Ga0164294_10000196","Bacteria;","chromosome partitioning protein",1,1006719.63462317
"Ga0164294_1000019913_GEODES005","Ga0164294_10000199","Bacteria;","glucose-1-phosphate adenylyltransferase",1,294568.928485522
"Ga0164294_1000019940_GEODES005","Ga0164294_10000199","Bacteria;","lysyl-tRNA synthetase, class 2",1,321734.01055196
"Ga0164294_1000020144_GEODES005","Ga0164294_10000201","Bacteria;Proteobacteria;Betaproteobacteria;","Flagellar hook-length control protein FliK",8,144084.675661085
"Ga0164294_1000020150_GEODES005","Ga0164294_10000201","Bacteria;Proteobacteria;Betaproteobacteria;","chemotaxis protein MotA",3,166580.35758948
