"Gene","Genome","Taxonomy","Product","Cluster","Totals"
"A27J10DRAFT_00758_2236876030","2236876030","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","5",16,61978.782874507
"A27J10DRAFT_00805_2236876030","2236876030","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","polyribonucleotide nucleotidyltransferase",10,96427.7998607763
"A27L15DRAFT_00616_2236876031","2236876031","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","Arabinose efflux permease",10,130718.983312495
"A27L6_0017.00000170_2505679121","2505679121","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","Fructose/tagatose bisphosphate aldolase",18,200250.326015995
"A27L6_0023.00000300_2505679121","2505679121","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase",16,118358.093931718
"A27L6_0027.00000460_2505679121","2505679121","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","Isopropylmalate/homocitrate/citramalate synthases",22,87023.1897576143
"A27L6_0037.00000120_2505679121","2505679121","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","hypothetical protein",5,196970.755464772
"A27M14DRAFT_00000840_2236661003","2236661003","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-A;acI-A1","ABC-type sugar transport system",3,1037877.05503455
"A27M14DRAFT_00002400_2236661003","2236661003","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-A;acI-A1","adenosylhomocysteinase",2,147389.211726478
"A280P20DRAFT_00335_2236876029","2236876029","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","transcription termination factor NusA/transcription termination factor NusA",16,82899.8960769237
"A28A23DRAFT_00000810_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","hypothetical protein",12,146606.969371225
"A28A23DRAFT_00001400_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","4-aminobutyrate aminotransferase and related aminotransferases",1,126449.695930995
"A28A23DRAFT_00002990_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","Cytochrome c",2,194649.982547071
"A28A23DRAFT_00003070_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","cytochrome c oxidase",2,334012.063825292
"A28A23DRAFT_00005320_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","hypothetical protein",1,1448292.89122536
"A28A23DRAFT_00005380_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","Protease subunit of ATP-dependent Clp proteases",1,130177.428312305
"A28A23DRAFT_00005670_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","excinuclease ABC",10,52704.852623141
"A28A23DRAFT_00006080_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","Nitrogen regulatory protein PII",2,532090.782984338
"A28A23DRAFT_00006090_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","ammonium transporter",2,2752239.40925347
"A28A23DRAFT_00006230_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","Trypsin-like serine proteases",1,505104.150662663
"A28A23DRAFT_00006330_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","succinate dehydrogenase and fumarate reductase iron-sulfur protein",12,196981.377479209
"A28A23DRAFT_00006460_2236661004","2236661004","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain",1,1550278.37233649
"A28C7DRAFT_00000030_2236661008","2236661008","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","Predicted Zn-dependent proteases and their inactivated homologs",3,97746.706231988
"A28C7DRAFT_00000190_2236661008","2236661008","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","F0F1-type ATP synthase",1,97821.9641728127
"A28C7DRAFT_00004820_2236661008","2236661008","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","formate dehydrogenase",10,406897.670828694
"A28C7DRAFT_00005480_2236661008","2236661008","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","Rhodanese-related sulfurtransferase",16,6601009.62765378
"A28C7DRAFT_00005630_2236661008","2236661008","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","Ribosomal protein S1",16,123572.22386871
"A28C7DRAFT_00007440_2236661008","2236661008","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","chaperonin GroL",2,1857848.30943176
"A44N4DRAFT_00000170_2236661005","2236661005","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-A;acI-A7","ribosomal protein L13",10,51340.1379133657
"A487M9DRAFT_00000900_2236347068","2236347068","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","TRAP transporter solute receptor",10,63786.1379789988
"A487M9DRAFT_00005180_2236347068","2236347068","Proteobacteria;Alphaproteobacteria;Rickettsiales;alfV;alfV-A;LD12","putative solute:sodium symporter small subunit",3,536365.31454616
"AB141P3DRAFT_00388_2236876028","2236876028","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B1","NADH-quinone oxidoreductase",10,207327.329974669
"cds16822_363075_theta","GCF_000315625.1_Guith1_genomic","Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Guillardia,theta","hypothetical protein",17,219548.814959261
"cds17021_236973_theta","GCF_000315625.1_Guith1_genomic","Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Guillardia,theta","hypothetical protein",3,105995.537608397
"cds18406_57080_theta","GCF_000315625.1_Guith1_genomic","Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Guillardia,theta","ubiquitin",1,155989.602357895
"cds5264_861910_anophagefferens","GCF_000186865.1_v_1.0_genomic","Heterokonta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,anophagefferens","polyubiquitin",11,148452.161021403
"D408DRAFT_00154_2545555832","2545555832","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-A;acI-A6","Uncharacterized conserved protein",1,234476.961731647
"D408DRAFT_00186_2545555832","2545555832","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-A;acI-A6","Uncharacterized protein conserved in bacteria",1,89285.6097038857
"D408DRAFT_00486_2545555832","2545555832","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-A;acI-A6","L-glutamine synthetase (EC 6.3.1.2)",1,150264.79381904
"D408DRAFT_00546_2545555832","2545555832","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-A;acI-A6","Predicted membrane protein",1,383795.733893131
"D410DRAFT_00230_2524023172","2524023172","Actinobacteria;Actinobacteria;Actinomycetales;acSTL;acSTL-A;acSTL-A1","Spermidine/putrescine-binding periplasmic protein",6,101717.990425443
"D411DRAFT_00034_2524023176","2524023176","Proteobacteria;Betaproteobacteria;Burkholderiales;betIII;betIII-A;betIII-A1","CTP synthase (EC 6.3.4.2)",10,95709.2803272161
"D411DRAFT_00133_2524023176","2524023176","Proteobacteria;Betaproteobacteria;Burkholderiales;betIII;betIII-A;betIII-A1","Bacteriorhodopsin",5,526482.102639281
"D411DRAFT_00989_2524023176","2524023176","Proteobacteria;Betaproteobacteria;Burkholderiales;betIII;betIII-A;betIII-A1","Beta-barrel assembly machine subunit BamC",1,90635.7660417929
"D411DRAFT_01288_2524023176","2524023176","Proteobacteria;Betaproteobacteria;Burkholderiales;betIII;betIII-A;betIII-A1","F0F1-type ATP synthase",12,290484.714867261
"D411DRAFT_01730_2524023176","2524023176","Proteobacteria;Betaproteobacteria;Burkholderiales;betIII;betIII-A;betIII-A1","TRAP-type mannitol/chloroaromatic compound transport system",1,122262.287446453
"D411DRAFT_02105_2524023176","2524023176","Proteobacteria;Betaproteobacteria;Burkholderiales;betIII;betIII-A;betIII-A1","aconitase (EC 4.2.1.3)",3,449683.87623988
"D411DRAFT_02109_2524023176","2524023176","Proteobacteria;Betaproteobacteria;Burkholderiales;betIII;betIII-A;betIII-A1","2-methylisocitrate dehydratase",3,283946.071018698
"D411DRAFT_02113_2524023176","2524023176","Proteobacteria;Betaproteobacteria;Burkholderiales;betIII;betIII-A;betIII-A1","Succinate dehydrogenase/fumarate reductase",2,104368.788104825
"D413DRAFT_00421_2524023174","2524023174","Proteobacteria;Betaproteobacteria;Burkholderiales;betI;betI-A;Lhab-A1","Glutathione peroxidase",2,275138.851299967
"D413DRAFT_00558_2524023174","2524023174","Proteobacteria;Betaproteobacteria;Burkholderiales;betI;betI-A;Lhab-A1","Ribonucleotide reductase",5,321595.488783725
"D413DRAFT_00753_2524023174","2524023174","Proteobacteria;Betaproteobacteria;Burkholderiales;betI;betI-A;Lhab-A1","short chain enoyl-CoA hydratase (EC 4.2.1.17)/3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)",3,521542.158300926
"D413DRAFT_00841_2524023174","2524023174","Proteobacteria;Betaproteobacteria;Burkholderiales;betI;betI-A;Lhab-A1","Predicted NAD/FAD-binding protein",2,213137.686725283
"D413DRAFT_01190_2524023174","2524023174","Proteobacteria;Betaproteobacteria;Burkholderiales;betI;betI-A;Lhab-A1","Predicted ATPase",1,93456.0330916429
"D413DRAFT_01428_2524023174","2524023174","Proteobacteria;Betaproteobacteria;Burkholderiales;betI;betI-A;Lhab-A1","Uncharacterized protein conserved in bacteria",10,89866.08995078
"D413DRAFT_01519_2524023174","2524023174","Proteobacteria;Betaproteobacteria;Burkholderiales;betI;betI-A;Lhab-A1","NADH(P)-binding",1,42732.7033524899
"D414DRAFT_00035_2524023179","2524023179","Actinobacteria;Actinobacteria;Actinomycetales;acTH1;acTH1-A;acTH1-A1","Sugar phosphate isomerases/epimerases",6,1436541.65327618
"D414DRAFT_00192_2524023179","2524023179","Actinobacteria;Actinobacteria;Actinomycetales;acTH1;acTH1-A;acTH1-A1","hypothetical protein",19,78277.5173214982
"D414DRAFT_00221_2524023179","2524023179","Actinobacteria;Actinobacteria;Actinomycetales;acTH1;acTH1-A;acTH1-A1","ABC-type proline/glycine betaine transport systems",6,3002983.14749952
"D414DRAFT_00270_2524023179","2524023179","Actinobacteria;Actinobacteria;Actinomycetales;acTH1;acTH1-A;acTH1-A1","twin arginine-targeting protein translocase",7,77599.1982669561
"D414DRAFT_00299_2524023179","2524023179","Actinobacteria;Actinobacteria;Actinomycetales;acTH1;acTH1-A;acTH1-A1","Oligoribonuclease (3'->5' exoribonuclease)",10,27973.9899039309
"D414DRAFT_00651_2524023179","2524023179","Actinobacteria;Actinobacteria;Actinomycetales;acTH1;acTH1-A;acTH1-A1","phosphoglycerate kinase (EC 2.7.2.3)",10,57683.3558042831
"D414DRAFT_00680_2524023179","2524023179","Actinobacteria;Actinobacteria;Actinomycetales;acTH1;acTH1-A;acTH1-A1","nucleoside-binding protein",1,9738808.75739556
"D414DRAFT_00724_2524023179","2524023179","Actinobacteria;Actinobacteria;Actinomycetales;acTH1;acTH1-A;acTH1-A1","hypothetical protein",5,130543.232598938
"D415DRAFT_00167_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","Predicted permeases",8,304429.091979776
"D415DRAFT_00182_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","TonB-dependent siderophore receptor",26,98055.1567588313
"D415DRAFT_00231_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","3-deoxy-8-phosphooctulonate synthase",1,282768.442402282
"D415DRAFT_00258_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","integration host factor",1,592003.212608798
"D415DRAFT_00263_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","Putative arginyl-tRNA:protein arginylyltransferase",22,47208.8641417353
"D415DRAFT_00321_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","tryptophan synthase",10,321688.316970427
"D415DRAFT_00349_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","LSU ribosomal protein L32P",10,476955.196108981
"D415DRAFT_00418_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","protein-export membrane protein",1,646571.002167164
"D415DRAFT_00471_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","Deoxynucleoside kinases",1,58402.9623350374
"D415DRAFT_00492_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","hypothetical protein",22,597099.265286313
"D415DRAFT_00600_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","GTP-binding protein LepA",10,155980.223670607
"D415DRAFT_00653_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","DNA primase",1,181134.321501347
"D415DRAFT_00656_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","Transcription initiation factor IIE",10,201469.662176915
"D415DRAFT_00662_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","Cyclopropane fatty acid synthase and related methyltransferases",1,200350.423133695
"D415DRAFT_00684_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","Cytochrome c",1,3314632.31561645
"D415DRAFT_00685_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","NADH dehydrogenase",1,296645.141492209
"D415DRAFT_00733_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","aconitase (EC 4.2.1.3)",10,593958.511980352
"D415DRAFT_00798_2524023178","2524023178","Proteobacteria;Betaproteobacteria;Methylophilales;betIV;betIV-A;LD28","ribose-5-phosphate isomerase (EC 5.3.1.6)",10,431023.307476108
"D416DRAFT_01319_2545555807","2545555807","Bacteroidetes;Sphingobacteria;Sphingobacteriales;bacI;bacI-A;bacI-A1","Co-chaperonin GroES (HSP10)",2,121220.927888305
"D417DRAFT_00250_2524023189","2524023189","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B4","LSU ribosomal protein L1P",2,208357.551931289
"D417DRAFT_00263_2524023189","2524023189","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B4","50S ribosomal protein L3",2,32935.9175575284
"D417DRAFT_00280_2524023189","2524023189","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B4","ribosomal protein S5",9,108471.612808977
"D417DRAFT_00288_2524023189","2524023189","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B4","SSU ribosomal protein S11P",2,283622.009592793
"D417DRAFT_00289_2524023189","2524023189","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B4","SSU ribosomal protein S4P",2,226382.756146887
"D417DRAFT_00290_2524023189","2524023189","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-B;acI-B4","DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6)",5,154811.195603358
"D465DRAFT_01452_2541046968","2541046968","Bacteroidetes;Flavobacteriia;Flavobacteriales;bacII;bacII-A;Flavo-A2","NADH dehydrogenase subunit G (EC 1.6.5.3)",1,93374.3734767224
"G005DRAFT_00335_2519899769","2519899769","Actinobacteria;Actinobacteria;Actinomycetales;acI;acI-A;acI-A7","polyribonucleotide nucleotidyltransferase",2,123081.953902603
"Ga0005094_1118_2602042081","2602042081","Verrucomicrobia;Spartobacteria;Spartobacteriales;verI;verI-B;Xip-B1","NAD-dependent aldehyde dehydrogenases",11,114448.265772253
"Ga0005094_12238_2602042081","2602042081","Verrucomicrobia;Spartobacteria;Spartobacteriales;verI;verI-B;Xip-B1","GTP-binding protein YchF",9,331288.076679861
"Ga0005094_13350_2602042081","2602042081","Verrucomicrobia;Spartobacteria;Spartobacteriales;verI;verI-B;Xip-B1","hypothetical protein",9,103341.579478715
"Ga0005094_13373_2602042081","2602042081","Verrucomicrobia;Spartobacteria;Spartobacteriales;verI;verI-B;Xip-B1","Bacterial nucleoid DNA-binding protein",9,1608360.82801038
"Ga0005094_13435_2602042081","2602042081","Verrucomicrobia;Spartobacteria;Spartobacteriales;verI;verI-B;Xip-B1","tyrosine lyase ThiH",1,132349.239729105
"Ga0005094_13438_2602042081","2602042081","Verrucomicrobia;Spartobacteria;Spartobacteriales;verI;verI-B;Xip-B1","Acylphosphatases",9,246908.62540649
"Ga0005094_1347_2602042081","2602042081","Verrucomicrobia;Spartobacteria;Spartobacteriales;verI;verI-B;Xip-B1","folate-binding protein YgfZ",1,137967.694535841
"Ga0005094_14055_2602042081","2602042081","Verrucomicrobia;Spartobacteria;Spartobacteriales;verI;verI-B;Xip-B1","Membrane-fusion protein",1,167804.201304685
"Ga0005095_10628_2606217198","2606217198","Actinobacteria;Actinobacteria;Actinomicrobiales;acIV;acIV-A;Iluma-A2","phosphate transport system regulatory protein PhoU",1,71018.2082910998
