"Gene","Genome","Taxonomy","Product","Cluster","Totals"
"Ga0164293_101039401_GEODES118","Ga0164293_10103940","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;","Reverse transcriptase (RNA-dependent DNA polymerase)",2,47137262.4043565
"Ga0164293_101131141_GEODES118","Ga0164293_10113114","Bacteria;Cyanobacteria;unclassified Cyanobacteria;","Reverse transcriptase (RNA-dependent DNA polymerase)",2,37280970.3519311
"Ga0164293_101196282_GEODES118","Ga0164293_10119628","NO CLASSIFICATION MH","hypothetical protein",11,19405085.2510966
"Ga0164293_101546341_GEODES118","Ga0164293_10154634","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;","Reverse transcriptase (RNA-dependent DNA polymerase)",2,37395903.2293545
"Ga0164293_101728572_GEODES118","Ga0164293_10172857","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;","hypothetical protein",2,44885677.0549477
"Ga0164293_102012232_GEODES118","Ga0164293_10201223","None","hypothetical protein",4,2489478.72067945
"Ga0164293_102051461_GEODES118","Ga0164293_10205146","NO CLASSIFICATION MH","hypothetical protein",2,25165504.3404906
"Ga0164293_102112231_GEODES118","Ga0164293_10211223","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;","hypothetical protein",1,28213233.7114643
"Ga0164293_102201501_GEODES118","Ga0164293_10220150","Bacteria;Cyanobacteria;","Reverse transcriptase (RNA-dependent DNA polymerase)",2,53886523.8450916
"Ga0164293_102317961_GEODES118","Ga0164293_10231796","None","Retrotransposon gag protein",1,19555228.4163461
"Ga0164293_102321881_GEODES118","Ga0164293_10232188","Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;","Reverse transcriptase (RNA-dependent DNA polymerase)",2,83350600.5009125
"Ga0164293_102323452_GEODES118","Ga0164293_10232345","Bacteria;","hypothetical protein",2,37465117.6040975
"Ga0164293_102509702_GEODES118","Ga0164293_10250970","Bacteria;Bacteroidetes;","hypothetical protein",2,6550463.02376837
"Ga0164293_102514561_GEODES118","Ga0164293_10251456","Bacteria;Actinobacteria;Actinobacteria;","hypothetical protein",2,104787077.337129
"Ga0164293_102676151_GEODES118","Ga0164293_10267615","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;","Integrase core domain-containing protein",2,143552616.284678
"Ga0164293_102887341_GEODES118","Ga0164293_10288734","Bacteria;","hypothetical protein",8,11512644.9812523
"Ga0164293_102887342_GEODES118","Ga0164293_10288734","Bacteria;","Aspartyl protease",2,9390729.73699462
"Ga0164293_102939721_GEODES118","Ga0164293_10293972","Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;","hypothetical protein",2,29120454.8906898
"Ga0164293_103009401_GEODES118","Ga0164293_10300940","Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;","hypothetical protein",2,10521349.9366808
"Ga0164293_103056131_GEODES118","Ga0164293_10305613","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","hypothetical protein",2,20585802.7672143
"Ga0164293_103062021_GEODES118","Ga0164293_10306202","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","hypothetical protein",0,5056995.74140819
"Ga0164293_103227031_GEODES118","Ga0164293_10322703","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;","Reverse transcriptase (RNA-dependent DNA polymerase)",2,106666628.627263
"Ga0164293_103353111_GEODES118","Ga0164293_10335311","Bacteria;","hypothetical protein",2,40279478.5928268
"Ga0164293_103397381_GEODES118","Ga0164293_10339738","Bacteria;Bacteroidetes;","hypothetical protein",1,14635301.0065138
"Ga0164293_103544961_GEODES118","Ga0164293_10354496","NO CLASSIFICATION DUE TO FEW HITS IN PHYLODIST","guanine nucleotide-binding protein subunit beta-2-like 1 protein",1,7489674.00979304
"Ga0164293_103746082_GEODES118","Ga0164293_10374608","None","hypothetical protein",2,26516254.4852825
"Ga0164293_103883581_GEODES118","Ga0164293_10388358","None","hypothetical protein",6,14697336.4395349
"Ga0164293_103885241_GEODES118","Ga0164293_10388524","NO CLASSIFICATION MH","hypothetical protein",1,16403813.5570065
"Ga0164293_104067511_GEODES118","Ga0164293_10406751","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",8,13891061.7950276
"Ga0164293_104214551_GEODES118","Ga0164293_10421455","None","hypothetical protein",2,169375391.007647
"Ga0164293_104333481_GEODES118","Ga0164293_10433348","NO CLASSIFICATION MH","hypothetical protein",2,37225116.4995862
"Ga0164293_104779142_GEODES118","Ga0164293_10477914","None","hypothetical protein",1,32814946.0716997
"Ga0164293_104859191_GEODES118","Ga0164293_10485919","NO CLASSIFICATION MH","Integrase core domain-containing protein",0,5123422.76350627
"Ga0164293_104870891_GEODES118","Ga0164293_10487089","NO CLASSIFICATION MH","hypothetical protein",11,14468418.1966288
"Ga0164293_105011311_GEODES118","Ga0164293_10501131","None","hypothetical protein",2,7831181.33780323
"Ga0164293_105053631_GEODES118","Ga0164293_10505363","NO CLASSIFICATION MH","Integrase core domain-containing protein",2,187265751.877514
"Ga0164293_105061811_GEODES118","Ga0164293_10506181","NO CLASSIFICATION MH","hypothetical protein",2,14131836.3882611
"Ga0164293_105189801_GEODES118","Ga0164293_10518980","None","hypothetical protein",1,3505443.61216204
"Ga0164293_105313592_GEODES118","Ga0164293_10531359","None","hypothetical protein",2,23626728.9216944
"Ga0164293_105626861_GEODES118","Ga0164293_10562686","NO CLASSIFICATION MH","hypothetical protein",1,39204114.8959488
"Ga0164293_105750441_GEODES118","Ga0164293_10575044","NO CLASSIFICATION MH","hypothetical protein",2,102742505.216621
"Ga0164293_105825601_GEODES118","Ga0164293_10582560","None","hypothetical protein",6,14697366.1526742
"Ga0164293_105852101_GEODES118","Ga0164293_10585210","NO CLASSIFICATION MH","hypothetical protein",2,12873052.841875
"Ga0164293_106107611_GEODES118","Ga0164293_10610761","NO CLASSIFICATION MH","hypothetical protein",2,85777725.885796
"Ga0164293_106390361_GEODES118","Ga0164293_10639036","None","hypothetical protein",2,9165098.99102825
"Ga0164293_106393521_GEODES118","Ga0164293_10639352","None","hypothetical protein",1,13731409.8404913
"Ga0164293_106588831_GEODES118","Ga0164293_10658883","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",1,103738978.635878
"Ga0164293_106609511_GEODES118","Ga0164293_10660951","NO CLASSIFICATION MH","hypothetical protein",2,17201889.3241655
"Ga0164293_107154871_GEODES118","Ga0164293_10715487","NO CLASSIFICATION MH","hypothetical protein",6,5158972.18838645
"Ga0164293_107156371_GEODES118","Ga0164293_10715637","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",2,62975690.0872837
"Ga0164293_107665741_GEODES118","Ga0164293_10766574","None","hypothetical protein",2,31497872.7703792
"Ga0164293_108218581_GEODES118","Ga0164293_10821858","NO CLASSIFICATION MH","Pao retrotransposon peptidase/Pao retrotransposon peptidase",2,63256285.6413623
"Ga0164293_108271191_GEODES118","Ga0164293_10827119","None","Retrotransposon gag protein",5,9666406.53164929
"Ga0164293_108419541_GEODES118","Ga0164293_10841954","NO CLASSIFICATION MH","hypothetical protein",2,15055385.5804057
"Ga0164293_108473951_GEODES118","Ga0164293_10847395","None","hypothetical protein",1,5716245.07448521
"Ga0164293_108650021_GEODES118","Ga0164293_10865002","NO CLASSIFICATION MH","hypothetical protein",2,86799670.264676
"Ga0164293_108689151_GEODES118","Ga0164293_10868915","NO CLASSIFICATION MH","hypothetical protein",2,44347636.0570166
"Ga0164293_108849192_GEODES118","Ga0164293_10884919","NO CLASSIFICATION MH","hypothetical protein",1,155885331.848475
"Ga0164293_108942471_GEODES118","Ga0164293_10894247","None","hypothetical protein",1,8358542.33333351
"Ga0164293_109194751_GEODES118","Ga0164293_10919475","None","Protein of unknown function (DUF1759)",2,271623888.605025
"Ga0164293_109541431_GEODES118","Ga0164293_10954143","None","hypothetical protein",2,105278536.785393
"Ga0164293_109669631_GEODES118","Ga0164293_10966963","None","Protein of unknown function (DUF3609)",7,5729702.36947368
"Ga0164293_109714861_GEODES118","Ga0164293_10971486","None","hypothetical protein",11,12184572.389822
"Ga0164293_113092511_GEODES118","Ga0164293_11309251","NO CLASSIFICATION MH","NAD(P)H-quinone oxidoreductase subunit 1",2,11043014.5154176
"Ga0164293_113825951_GEODES118","Ga0164293_11382595","NO CLASSIFICATION MH","hypothetical protein",2,22669905.2946322
"Ga0164293_114766022_GEODES118","Ga0164293_11476602","None","hypothetical protein",3,2214506640.4217
"Ga0164293_114978141_GEODES118","Ga0164293_11497814","None","hypothetical protein",2,28396309.6698583
"Ga0164293_115134641_GEODES118","Ga0164293_11513464","None","hypothetical protein",2,24911982.8769358
"Ga0164293_115398701_GEODES118","Ga0164293_11539870","None","hypothetical protein",2,5519626.70907375
"Ga0164293_116194371_GEODES118","Ga0164293_11619437","None","hypothetical protein",1,6174999.59752872
"Ga0164293_116256351_GEODES118","Ga0164293_11625635","NO CLASSIFICATION MH","histone H2B",0,528979.909135946
"Ga0164293_117047471_GEODES118","Ga0164293_11704747","NO CLASSIFICATION MH","hypothetical protein",2,6505218.36329506
"Ga0164293_117135751_GEODES118","Ga0164293_11713575","NO CLASSIFICATION MH","Pao retrotransposon peptidase",2,31046712.0931544
"Ga0164293_117350531_GEODES118","Ga0164293_11735053","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit beta",1,3004464.11103296
"Ga0164293_117359911_GEODES118","Ga0164293_11735991","NO CLASSIFICATION MH","small subunit ribosomal protein S2",1,7705076.91128081
"Ga0164293_117369421_GEODES118","Ga0164293_11736942","NO CLASSIFICATION MH","Pao retrotransposon peptidase",2,49099130.142523
"Ga0164293_117960861_GEODES118","Ga0164293_11796086","NO CLASSIFICATION MH","Pao retrotransposon peptidase",2,24274389.3164545
"Ga0164293_120377411_GEODES118","Ga0164293_12037741","NO CLASSIFICATION MH","hypothetical protein",2,36037815.5777226
"Ga0164293_120565331_GEODES118","Ga0164293_12056533","NO CLASSIFICATION MH","Pao retrotransposon peptidase",2,16210317.5074184
"Ga0164293_120590561_GEODES118","Ga0164293_12059056","None","hypothetical protein",2,59917125.2080327
"Ga0164293_120865221_GEODES118","Ga0164293_12086522","None","hypothetical protein",2,71270060.4990457
"Ga0164293_121608411_GEODES118","Ga0164293_12160841","None","hypothetical protein",8,7525744.34239976
"Ga0164293_122532351_GEODES118","Ga0164293_12253235","NO CLASSIFICATION MH","actin beta/gamma 1/actin/actin",2,3701770.80103652
"Ga0164293_124824641_GEODES118","Ga0164293_12482464","None","hypothetical protein",0,13522123.5712247
"Ga0164294_100187693_GEODES005","Ga0164294_10018769","Bacteria;Bacteroidetes;","F-type H+-transporting ATPase subunit a",1,72223337.3343016
"Ga0164294_100187694_GEODES005","Ga0164294_10018769","Bacteria;Bacteroidetes;","F-type H+-transporting ATPase subunit c",1,199349985.980585
"Ga0164294_100187695_GEODES005","Ga0164294_10018769","Bacteria;Bacteroidetes;","hypothetical protein",1,11618257.9719257
"Ga0164294_100225233_GEODES005","Ga0164294_10022523","Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;","Phasin protein",1,34528318.5330612
"Ga0164294_100331852_GEODES005","Ga0164294_10033185","Bacteria;Cyanobacteria;","ferredoxin",2,31901607.1571943
"Ga0164294_100386975_GEODES005","Ga0164294_10038697","Bacteria;","apocytochrome f",1,17017989.8157636
"Ga0164294_100386976_GEODES005","Ga0164294_10038697","Bacteria;","hypothetical protein",1,11859165.5193759
"Ga0164294_100609216_GEODES005","Ga0164294_10060921","Bacteria;","NADH-quinone oxidoreductase subunit J",1,16844086.0474987
"Ga0164294_100832373_GEODES005","Ga0164294_10083237","Bacteria;Cyanobacteria;unclassified Cyanobacteria;","F-type H+-transporting ATPase subunit c",1,33199608.001853
"Ga0164294_101094452_GEODES005","Ga0164294_10109445","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;","F-type H+-transporting ATPase subunit b",1,3019337.44444473
"Ga0164294_101311702_GEODES005","Ga0164294_10131170","Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;Zwartia;Zwartia alpina;","large subunit ribosomal protein L22",1,17468629.429551
"Ga0164294_101795661_GEODES005","Ga0164294_10179566","Bacteria;","ribulose-bisphosphate carboxylase large chain",1,4744160.50428429
"Ga0164294_101804111_GEODES005","Ga0164294_10180411","NO CLASSIFICATION MH","cytochrome b6-f complex subunit 4",1,23106839.1511855
"Ga0164294_101866171_GEODES005","Ga0164294_10186617","Bacteria;","F-type H+-transporting ATPase subunit alpha",1,12039498.1922311
"Ga0164294_101901152_GEODES005","Ga0164294_10190115","NO CLASSIFICATION MH","ribulose-bisphosphate carboxylase large chain",2,13484997.9551119
"Ga0164294_101946753_GEODES005","Ga0164294_10194675","Bacteria;","large subunit ribosomal protein L34",2,17210209.1306324
"Ga0164294_102334861_GEODES005","Ga0164294_10233486","Bacteria;","ribulose-bisphosphate carboxylase large chain",2,307830709.549896
"Ga0164294_102334862_GEODES005","Ga0164294_10233486","Bacteria;","ribulose-bisphosphate carboxylase small chain",2,67350026.737466
"Ga0164294_102372591_GEODES005","Ga0164294_10237259","Bacteria;","cytochrome b6",2,6524476.23493923
"Ga0164294_102661282_GEODES005","Ga0164294_10266128","Bacteria;","histone H2B",0,22545696.6681769
"Ga0164294_102808332_GEODES005","Ga0164294_10280833","Bacteria;","ribulose-bisphosphate carboxylase large chain",1,114667595.885515
"Ga0164294_102902672_GEODES005","Ga0164294_10290267","Bacteria;","F-type H+-transporting ATPase subunit c",1,25192981.5826491
"Ga0164294_102934951_GEODES005","Ga0164294_10293495","Eukaryota;unclassified Eukaryota;","hypothetical protein",3,3484143.83004483
"Ga0164294_103352163_GEODES005","Ga0164294_10335216","Bacteria;Proteobacteria;","hypothetical protein",1,5502967.09889202
"Ga0164294_103355801_GEODES005","Ga0164294_10335580","NO CLASSIFICATION MH","heat shock protein 5",3,12698938.0601443
"Ga0164294_103377122_GEODES005","Ga0164294_10337712","Bacteria;Proteobacteria;Betaproteobacteria;","peptidyl-prolyl cis-trans isomerase C",4,3097629.77815667
"Ga0164294_103459971_GEODES005","Ga0164294_10345997","None","hypothetical protein",3,6940076.19368976
"Ga0164294_104279311_GEODES005","Ga0164294_10427931","NO CLASSIFICATION MH","ribulose-bisphosphate carboxylase large chain",1,34469996.0329645
"Ga0164294_105644901_GEODES005","Ga0164294_10564490","NO CLASSIFICATION MH","V-type H+-transporting ATPase subunit a",3,1779970.77810834
"Ga0164294_106063991_GEODES005","Ga0164294_10606399","NO CLASSIFICATION MH","H+-transporting ATPase",3,3857849.92909835
"Ga0164294_106539491_GEODES005","Ga0164294_10653949","NO CLASSIFICATION MH","large subunit ribosomal protein L4",0,4063205.59148966
"Ga0164294_106872511_GEODES005","Ga0164294_10687251","None","hypothetical protein",2,9631123.97935503
"Ga0164294_106972161_GEODES005","Ga0164294_10697216","NO CLASSIFICATION MH","PAS domain-containing protein",12,8155642.7394665
"Ga0164294_107396861_GEODES005","Ga0164294_10739686","NO CLASSIFICATION MH","ribulose-bisphosphate carboxylase large chain",1,145810249.787583
